分拣中心,日期,小时,修正后时货量
SC31,2023/12/12,13,281.0
SC31,2023/12/12,14,0.0
SC31,2023/12/12,15,0.0
SC31,2023/12/12,16,0.0
SC31,2023/12/12,17,31.0
SC31,2023/12/12,18,511.0
SC31,2023/12/12,19,952.0
SC31,2023/12/12,20,755.0
SC31,2023/12/12,21,354.0
SC31,2023/12/12,22,284.0
SC31,2023/12/12,23,312.0
SC31,2023/12/13,0,23.0
SC31,2023/12/13,1,92.0
SC31,2023/12/13,2,444.0
SC31,2023/12/13,3,839.0
SC31,2023/12/13,4,1005.0
SC31,2023/12/13,5,935.0
SC31,2023/12/13,6,897.0
SC31,2023/12/13,7,0.0
SC31,2023/12/13,8,0.0
SC31,2023/12/13,9,49.0
SC31,2023/12/13,10,258.0
SC31,2023/12/13,11,363.0
SC31,2023/12/13,12,1056.0
SC31,2023/12/13,13,759.0
SC31,2023/12/13,14,365.0
SC31,2023/12/13,15,32.0
SC31,2023/12/13,16,1.0
SC31,2023/12/13,17,29.0
SC31,2023/12/13,18,593.0
SC31,2023/12/13,19,934.0
SC31,2023/12/13,20,708.0
SC31,2023/12/13,21,351.0
SC31,2023/12/13,22,275.0
SC31,2023/12/13,23,345.0
SC31,2023/12/14,0,14.0
SC31,2023/12/14,1,110.0
SC31,2023/12/14,2,456.0
SC31,2023/12/14,3,1083.0
SC31,2023/12/14,4,1016.0
SC31,2023/12/14,5,890.0
SC31,2023/12/14,6,924.0
SC31,2023/12/14,7,0.0
SC31,2023/12/14,8,0.0
SC31,2023/12/14,9,42.0
SC31,2023/12/14,10,312.0
SC31,2023/12/14,11,310.0
SC31,2023/12/14,12,1162.0
SC31,2023/12/14,13,1177.0
SC31,2023/12/14,14,362.0
SC31,2023/12/14,15,26.0
SC31,2023/12/14,16,1.0
SC31,2023/12/14,17,36.0
SC31,2023/12/14,18,551.0
SC31,2023/12/14,19,948.0
SC31,2023/12/14,20,718.0
SC31,2023/12/14,21,352.0
SC31,2023/12/14,22,283.0
SC31,2023/12/14,23,283.0
SC31,2023/12/15,0,7.0
SC31,2023/12/15,1,104.0
SC31,2023/12/15,2,436.0
SC31,2023/12/15,3,598.0
SC31,2023/12/15,4,995.0
SC31,2023/12/15,5,898.0
SC31,2023/12/15,6,941.0
SC31,2023/12/15,7,0.0
SC31,2023/12/15,8,0.0
SC31,2023/12/15,9,34.0
SC31,2023/12/15,10,287.0
SC31,2023/12/15,11,353.0
SC31,2023/12/15,12,0.0
SC31,2023/12/15,13,629.0
SC31,2023/12/15,14,0.0
SC31,2023/12/15,15,2.0
SC31,2023/12/15,16,0.0
SC31,2023/12/15,17,24.0
SC31,2023/12/15,18,496.0
SC31,2023/12/15,19,921.0
SC31,2023/12/15,20,725.0
SC31,2023/12/15,21,351.0
SC31,2023/12/15,22,256.0
SC31,2023/12/15,23,245.0
SC31,2023/12/16,0,6.0
SC31,2023/12/16,1,98.0
SC31,2023/12/16,2,448.0
SC31,2023/12/16,3,925.0
SC31,2023/12/16,4,1035.0
SC31,2023/12/16,5,871.0
SC31,2023/12/16,6,956.0
SC31,2023/12/16,7,0.0
SC31,2023/12/16,8,0.0
SC31,2023/12/16,9,23.0
SC31,2023/12/16,10,256.0
SC31,2023/12/16,11,346.0
SC31,2023/12/16,12,0.0
SC31,2023/12/16,13,442.0
SC31,2023/12/16,14,0.0
SC31,2023/12/16,15,0.0
SC31,2023/12/16,16,0.0
SC31,2023/12/16,17,22.0
SC31,2023/12/16,18,577.0
SC31,2023/12/16,19,923.0
SC31,2023/12/16,20,701.0
SC31,2023/12/16,21,350.0
SC31,2023/12/16,22,227.0
SC31,2023/12/16,23,238.0
SC31,2023/12/17,0,0.0
SC31,2023/12/17,1,76.0
SC31,2023/12/17,2,442.0
SC31,2023/12/17,3,911.0
SC31,2023/12/17,4,1008.0
SC31,2023/12/17,5,875.0
SC31,2023/12/17,6,963.0
SC31,2023/12/17,7,0.0
SC31,2023/12/17,8,0.0
SC31,2023/12/17,9,24.0
SC31,2023/12/17,10,277.0
SC31,2023/12/17,11,335.0
SC31,2023/12/17,12,374.0
SC31,2023/12/17,13,862.0
SC31,2023/12/17,14,749.0
SC31,2023/12/17,15,1.0
SC31,2023/12/17,16,0.0
SC31,2023/12/17,17,37.0
SC31,2023/12/17,18,537.0
SC31,2023/12/17,19,933.0
SC31,2023/12/17,20,693.0
SC31,2023/12/17,21,341.0
SC31,2023/12/17,22,232.0
SC31,2023/12/17,23,218.0
SC31,2023/12/18,0,0.0
SC31,2023/12/18,1,58.0
SC31,2023/12/18,2,424.0
SC31,2023/12/18,3,825.0
SC31,2023/12/18,4,1034.0
SC31,2023/12/18,5,863.0
SC31,2023/12/18,6,944.0
SC31,2023/12/18,7,0.0
SC31,2023/12/18,8,0.0
SC31,2023/12/18,9,30.0
SC31,2023/12/18,10,272.0
SC31,2023/12/18,11,343.0
SC31,2023/12/18,12,1514.0
SC31,2023/12/18,13,703.0
SC31,2023/12/18,14,0.0
SC31,2023/12/18,15,0.0
SC31,2023/12/18,16,0.0
SC31,2023/12/18,17,40.0
SC31,2023/12/18,18,542.0
SC31,2023/12/18,19,915.0
SC31,2023/12/18,20,726.0
SC31,2023/12/18,21,338.0
SC31,2023/12/18,22,228.0
SC31,2023/12/18,23,221.0
SC31,2023/12/19,0,6.0
SC31,2023/12/19,1,44.0
SC31,2023/12/19,2,414.0
SC31,2023/12/19,3,710.0
SC31,2023/12/19,4,982.0
SC31,2023/12/19,5,844.0
SC31,2023/12/19,6,926.0
SC31,2023/12/19,7,0.0
SC31,2023/12/19,8,0.0
SC31,2023/12/19,9,35.0
SC31,2023/12/19,10,236.0
SC31,2023/12/19,11,356.0
SC31,2023/12/19,12,765.0
SC31,2023/12/19,13,483.0
SC31,2023/12/19,14,0.0
SC31,2023/12/19,15,0.0
SC31,2023/12/19,16,0.0
SC31,2023/12/19,17,35.0
SC31,2023/12/19,18,523.0
SC31,2023/12/19,19,922.0
SC31,2023/12/19,20,718.0
SC31,2023/12/19,21,333.0
SC31,2023/12/19,22,231.0
SC31,2023/12/19,23,207.0
SC31,2023/12/20,0,11.0
SC31,2023/12/20,1,34.0
SC31,2023/12/20,2,394.0
SC31,2023/12/20,3,751.0
SC31,2023/12/20,4,990.0
SC31,2023/12/20,5,853.0
SC31,2023/12/20,6,923.0
SC31,2023/12/20,7,0.0
SC31,2023/12/20,8,0.0
SC31,2023/12/20,9,38.0
SC31,2023/12/20,10,255.0
SC31,2023/12/20,11,315.0
SC31,2023/12/20,12,0.0
SC31,2023/12/20,13,902.0
SC31,2023/12/20,14,1087.0
SC31,2023/12/20,15,0.0
SC31,2023/12/20,16,0.0
SC31,2023/12/20,17,46.0
SC31,2023/12/20,18,542.0
SC31,2023/12/20,19,916.0
SC31,2023/12/20,20,687.0
SC31,2023/12/20,21,327.0
SC31,2023/12/20,22,226.0
SC31,2023/12/20,23,247.0
SC31,2023/12/21,0,9.0
SC31,2023/12/21,1,40.0
SC31,2023/12/21,2,384.0
SC31,2023/12/21,3,1093.0
SC31,2023/12/21,4,981.0
SC31,2023/12/21,5,841.0
SC31,2023/12/21,6,924.0
SC31,2023/12/21,7,0.0
SC31,2023/12/21,8,0.0
SC31,2023/12/21,9,41.0
SC31,2023/12/21,10,265.0
SC31,2023/12/21,11,269.0
SC31,2023/12/21,12,0.0
SC31,2023/12/21,13,1126.0
SC31,2023/12/21,14,0.0
SC31,2023/12/21,15,3.0
SC31,2023/12/21,16,0.0
SC31,2023/12/21,17,45.0
SC31,2023/12/21,18,584.0
SC31,2023/12/21,19,898.0
SC31,2023/12/21,20,690.0
SC31,2023/12/21,21,324.0
SC31,2023/12/21,22,223.0
SC31,2023/12/21,23,230.0
SC31,2023/12/22,0,11.0
SC31,2023/12/22,1,47.0
SC31,2023/12/22,2,380.0
SC31,2023/12/22,3,565.0
SC31,2023/12/22,4,1022.0
SC31,2023/12/22,5,822.0
SC31,2023/12/22,6,938.0
SC31,2023/12/22,7,0.0
SC31,2023/12/22,8,0.0
SC31,2023/12/22,9,41.0
SC31,2023/12/22,10,234.0
SC31,2023/12/22,11,319.0
SC31,2023/12/22,12,1278.0
SC31,2023/12/22,13,356.0
SC31,2023/12/22,14,0.0
SC31,2023/12/22,15,0.0
SC31,2023/12/22,16,0.0
SC31,2023/12/22,17,27.0
SC31,2023/12/22,18,533.0
SC31,2023/12/22,19,904.0
SC31,2023/12/22,20,697.0
SC31,2023/12/22,21,314.0
SC31,2023/12/22,22,222.0
SC31,2023/12/22,23,238.0
SC31,2023/12/23,0,11.0
SC31,2023/12/23,1,58.0
SC31,2023/12/23,2,370.0
SC31,2023/12/23,3,770.0
SC31,2023/12/23,4,979.0
SC31,2023/12/23,5,820.0
SC31,2023/12/23,6,953.0
SC31,2023/12/23,7,0.0
SC31,2023/12/23,8,0.0
SC31,2023/12/23,9,32.0
SC31,2023/12/23,10,229.0
SC31,2023/12/23,11,332.0
SC31,2023/12/23,12,1829.0
SC31,2023/12/23,13,220.0
SC31,2023/12/23,14,1244.0
SC31,2023/12/23,15,9.0
SC31,2023/12/23,16,0.0
SC31,2023/12/23,17,22.0
SC31,2023/12/23,18,583.0
SC31,2023/12/23,19,896.0
SC31,2023/12/23,20,678.0
SC31,2023/12/23,21,307.0
SC31,2023/12/23,22,221.0
SC31,2023/12/23,23,229.0
SC31,2023/12/24,0,9.0
SC31,2023/12/24,1,66.0
SC31,2023/12/24,2,369.0
SC31,2023/12/24,3,947.0
SC31,2023/12/24,4,978.0
SC31,2023/12/24,5,802.0
SC31,2023/12/24,6,955.0
SC31,2023/12/24,7,0.0
SC31,2023/12/24,8,0.0
SC31,2023/12/24,9,28.0
SC31,2023/12/24,10,245.0
SC31,2023/12/24,11,282.0
SC31,2023/12/24,12,0.0
SC31,2023/12/24,13,994.0
SC31,2023/12/24,14,187.0
SC31,2023/12/24,15,15.0
SC31,2023/12/24,16,0.0
SC31,2023/12/24,17,24.0
SC31,2023/12/24,18,576.0
SC31,2023/12/24,19,890.0
SC31,2023/12/24,20,671.0
SC31,2023/12/24,21,301.0
SC31,2023/12/24,22,229.0
SC31,2023/12/24,23,219.0
SC31,2023/12/25,0,11.0
SC31,2023/12/25,1,67.0
SC31,2023/12/25,2,366.0
SC31,2023/12/25,3,661.0
SC31,2023/12/25,4,959.0
SC31,2023/12/25,5,807.0
SC31,2023/12/25,6,949.0
SC31,2023/12/25,7,0.0
SC31,2023/12/25,8,0.0
SC31,2023/12/25,9,24.0
SC31,2023/12/25,10,225.0
SC31,2023/12/25,11,296.0
SC31,2023/12/25,12,0.0
SC31,2023/12/25,13,981.0
SC31,2023/12/25,14,0.0
SC31,2023/12/25,15,5.0
SC31,2023/12/25,16,0.0
SC31,2023/12/25,17,20.0
SC31,2023/12/25,18,552.0
SC31,2023/12/25,19,897.0
SC31,2023/12/25,20,692.0
SC31,2023/12/25,21,299.0
SC31,2023/12/25,22,217.0
SC31,2023/12/25,23,205.0
SC31,2023/12/26,0,8.0
SC31,2023/12/26,1,64.0
SC31,2023/12/26,2,359.0
SC31,2023/12/26,3,750.0
SC31,2023/12/26,4,986.0
SC31,2023/12/26,5,793.0
SC31,2023/12/26,6,942.0
SC31,2023/12/26,7,0.0
SC31,2023/12/26,8,0.0
SC31,2023/12/26,9,18.0
SC31,2023/12/26,10,215.0
SC31,2023/12/26,11,301.0
SC31,2023/12/26,12,119.0
SC31,2023/12/26,13,387.0
SC31,2023/12/26,14,889.0
SC31,2023/12/26,15,0.0
SC31,2023/12/26,16,0.0
SC31,2023/12/26,17,19.0
SC31,2023/12/26,18,575.0
SC31,2023/12/26,19,885.0
SC31,2023/12/26,20,685.0
SC31,2023/12/26,21,298.0
SC31,2023/12/26,22,203.0
SC31,2023/12/26,23,191.0
SC31,2023/12/27,0,2.0
SC31,2023/12/27,1,54.0
SC31,2023/12/27,2,354.0
SC31,2023/12/27,3,722.0
SC31,2023/12/27,4,966.0
SC31,2023/12/27,5,781.0
SC31,2023/12/27,6,935.0
SC31,2023/12/27,7,0.0
SC31,2023/12/27,8,0.0
SC31,2023/12/27,9,18.0
SC31,2023/12/27,10,228.0
SC31,2023/12/27,11,261.0
SC31,2023/12/27,12,2397.0
SC31,2023/12/27,13,564.0
SC31,2023/12/27,14,662.0
SC31,2023/12/27,15,2.0
SC31,2023/12/27,16,0.0
SC31,2023/12/27,17,25.0
SC31,2023/12/27,18,560.0
SC31,2023/12/27,19,880.0
SC31,2023/12/27,20,664.0
SC31,2023/12/27,21,293.0
SC31,2023/12/27,22,197.0
SC31,2023/12/27,23,187.0
SC31,2023/12/28,0,1.0
SC31,2023/12/28,1,44.0
SC31,2023/12/28,2,342.0
SC31,2023/12/28,3,962.0
SC31,2023/12/28,4,977.0
SC31,2023/12/28,5,780.0
SC31,2023/12/28,6,934.0
SC31,2023/12/28,7,0.0
SC31,2023/12/28,8,0.0
SC31,2023/12/28,9,20.0
SC31,2023/12/28,10,218.0
SC31,2023/12/28,11,265.0
SC31,2023/12/28,12,1341.0
SC31,2023/12/28,13,954.0
SC31,2023/12/28,14,0.0
SC31,2023/12/28,15,0.0
SC31,2023/12/28,16,0.0
SC31,2023/12/28,17,27.0
SC31,2023/12/28,18,581.0
SC31,2023/12/28,19,879.0
SC31,2023/12/28,20,664.0
SC31,2023/12/28,21,289.0
SC31,2023/12/28,22,192.0
SC31,2023/12/28,23,169.0
SC31,2023/12/29,0,1.0
SC31,2023/12/29,1,35.0
SC31,2023/12/29,2,333.0
SC31,2023/12/29,3,571.0
SC31,2023/12/29,4,949.0
SC31,2023/12/29,5,766.0
SC31,2023/12/29,6,942.0
SC31,2023/12/29,7,0.0
SC31,2023/12/29,8,0.0
SC31,2023/12/29,9,22.0
SC31,2023/12/29,10,200.0
SC31,2023/12/29,11,288.0
SC31,2023/12/29,12,0.0
SC31,2023/12/29,13,416.0
SC31,2023/12/29,14,425.0
SC31,2023/12/29,15,1.0
SC31,2023/12/29,16,0.0
SC31,2023/12/29,17,26.0
SC31,2023/12/29,18,552.0
SC31,2023/12/29,19,868.0
SC31,2023/12/29,20,670.0
SC31,2023/12/29,21,284.0
SC31,2023/12/29,22,189.0
SC31,2023/12/29,23,172.0
SC31,2023/12/30,0,2.0
SC31,2023/12/30,1,29.0
SC31,2023/12/30,2,325.0
SC31,2023/12/30,3,623.0
SC31,2023/12/30,4,956.0
SC31,2023/12/30,5,759.0
SC31,2023/12/30,6,949.0
SC31,2023/12/30,7,0.0
SC31,2023/12/30,8,0.0
SC31,2023/12/30,9,24.0
SC31,2023/12/30,10,209.0
SC31,2023/12/30,11,276.0
SC31,2023/12/30,12,0.0
SC31,2023/12/30,13,345.0
SC31,2023/12/30,14,1333.0
SC31,2023/12/30,15,0.0
SC31,2023/12/30,16,0.0
SC31,2023/12/30,17,30.0
SC31,2023/12/30,18,566.0
SC31,2023/12/30,19,868.0
SC31,2023/12/30,20,655.0
SC31,2023/12/30,21,280.0
SC31,2023/12/30,22,182.0
SC31,2023/12/30,23,167.0
SC32,2023/12/01,0,44.0
SC32,2023/12/01,1,25.0
SC32,2023/12/01,2,0.0
SC32,2023/12/01,3,0.0
SC32,2023/12/01,4,0.0
SC32,2023/12/01,5,0.0
SC32,2023/12/01,6,0.0
SC32,2023/12/01,7,0.0
SC32,2023/12/01,8,8.0
SC32,2023/12/01,9,96.0
SC32,2023/12/01,10,65.0
SC32,2023/12/01,11,113.0
SC32,2023/12/01,12,85.0
SC32,2023/12/01,13,13.0
SC32,2023/12/01,14,145.0
SC32,2023/12/01,15,145.0
SC32,2023/12/01,16,91.0
SC32,2023/12/01,17,26.0
SC32,2023/12/01,18,136.0
SC32,2023/12/01,19,415.0
SC32,2023/12/01,20,493.0
SC32,2023/12/01,21,144.0
SC32,2023/12/01,22,132.0
SC32,2023/12/01,23,75.0
SC32,2023/12/02,0,11.0
SC32,2023/12/02,1,3.0
SC32,2023/12/02,2,0.0
SC32,2023/12/02,3,0.0
SC32,2023/12/02,4,0.0
SC32,2023/12/02,5,0.0
SC32,2023/12/02,6,0.0
SC32,2023/12/02,7,0.0
SC32,2023/12/02,8,12.0
SC32,2023/12/02,9,101.0
SC32,2023/12/02,10,53.0
SC32,2023/12/02,11,74.0
SC32,2023/12/02,12,63.0
SC32,2023/12/02,13,0.0
SC32,2023/12/02,14,70.0
SC32,2023/12/02,15,139.0
SC32,2023/12/02,16,141.0
SC32,2023/12/02,17,20.0
SC32,2023/12/02,18,155.0
SC32,2023/12/02,19,306.0
SC32,2023/12/02,20,107.0
SC32,2023/12/02,21,83.0
SC32,2023/12/02,22,119.0
SC32,2023/12/02,23,71.0
SC32,2023/12/03,0,1.0
SC32,2023/12/03,1,0.0
SC32,2023/12/03,2,0.0
SC32,2023/12/03,3,0.0
SC32,2023/12/03,4,0.0
SC32,2023/12/03,5,0.0
SC32,2023/12/03,6,0.0
SC32,2023/12/03,7,0.0
SC32,2023/12/03,8,21.0
SC32,2023/12/03,9,82.0
SC32,2023/12/03,10,54.0
SC32,2023/12/03,11,68.0
SC32,2023/12/03,12,62.0
SC32,2023/12/03,13,0.0
SC32,2023/12/03,14,95.0
SC32,2023/12/03,15,130.0
SC32,2023/12/03,16,140.0
SC32,2023/12/03,17,15.0
SC32,2023/12/03,18,152.0
SC32,2023/12/03,19,218.0
SC32,2023/12/03,20,248.0
SC32,2023/12/03,21,106.0
SC32,2023/12/03,22,111.0
SC32,2023/12/03,23,75.0
SC32,2023/12/04,0,61.0
SC32,2023/12/04,1,0.0
SC32,2023/12/04,2,0.0
SC32,2023/12/04,3,0.0
SC32,2023/12/04,4,0.0
SC32,2023/12/04,5,0.0
SC32,2023/12/04,6,0.0
SC32,2023/12/04,7,0.0
SC32,2023/12/04,8,24.0
SC32,2023/12/04,9,95.0
SC32,2023/12/04,10,57.0
SC32,2023/12/04,11,100.0
SC32,2023/12/04,12,51.0
SC32,2023/12/04,13,8.0
SC32,2023/12/04,14,207.0
SC32,2023/12/04,15,124.0
SC32,2023/12/04,16,93.0
SC32,2023/12/04,17,28.0
SC32,2023/12/04,18,120.0
SC32,2023/12/04,19,218.0
SC32,2023/12/04,20,200.0
SC32,2023/12/04,21,106.0
SC32,2023/12/04,22,72.0
SC32,2023/12/04,23,63.0
SC32,2023/12/05,0,52.0
SC32,2023/12/05,1,0.0
SC32,2023/12/05,2,0.0
SC32,2023/12/05,3,0.0
SC32,2023/12/05,4,0.0
SC32,2023/12/05,5,0.0
SC32,2023/12/05,6,0.0
SC32,2023/12/05,7,0.0
SC32,2023/12/05,8,29.0
SC32,2023/12/05,9,75.0
SC32,2023/12/05,10,48.0
SC32,2023/12/05,11,80.0
SC32,2023/12/05,12,70.0
SC32,2023/12/05,13,13.0
SC32,2023/12/05,14,98.0
SC32,2023/12/05,15,140.0
SC32,2023/12/05,16,67.0
SC32,2023/12/05,17,11.0
SC32,2023/12/05,18,114.0
SC32,2023/12/05,19,203.0
SC32,2023/12/05,20,279.0
SC32,2023/12/05,21,120.0
SC32,2023/12/05,22,83.0
SC32,2023/12/05,23,57.0
SC32,2023/12/06,0,38.0
SC32,2023/12/06,1,0.0
SC32,2023/12/06,2,0.0
SC32,2023/12/06,3,0.0
SC32,2023/12/06,4,0.0
SC32,2023/12/06,5,0.0
SC32,2023/12/06,6,0.0
SC32,2023/12/06,7,0.0
SC32,2023/12/06,8,28.0
SC32,2023/12/06,9,95.0
SC32,2023/12/06,10,48.0
SC32,2023/12/06,11,57.0
SC32,2023/12/06,12,71.0
SC32,2023/12/06,13,1.0
SC32,2023/12/06,14,50.0
SC32,2023/12/06,15,119.0
SC32,2023/12/06,16,84.0
SC32,2023/12/06,17,21.0
SC32,2023/12/06,18,115.0
SC32,2023/12/06,19,120.0
SC32,2023/12/06,20,102.0
SC32,2023/12/06,21,107.0
SC32,2023/12/06,22,112.0
SC32,2023/12/06,23,52.0
SC32,2023/12/07,0,40.0
SC32,2023/12/07,1,0.0
SC32,2023/12/07,2,0.0
SC32,2023/12/07,3,0.0
SC32,2023/12/07,4,0.0
SC32,2023/12/07,5,0.0
SC32,2023/12/07,6,0.0
SC32,2023/12/07,7,0.0
SC32,2023/12/07,8,25.0
SC32,2023/12/07,9,106.0
SC32,2023/12/07,10,61.0
SC32,2023/12/07,11,44.0
SC32,2023/12/07,12,61.0
SC32,2023/12/07,13,4.0
SC32,2023/12/07,14,67.0
SC32,2023/12/07,15,156.0
SC32,2023/12/07,16,126.0
SC32,2023/12/07,17,15.0
SC32,2023/12/07,18,75.0
SC32,2023/12/07,19,253.0
SC32,2023/12/07,20,187.0
SC32,2023/12/07,21,91.0
SC32,2023/12/07,22,82.0
SC32,2023/12/07,23,51.0
SC32,2023/12/08,0,38.0
SC32,2023/12/08,1,0.0
SC32,2023/12/08,2,0.0
SC32,2023/12/08,3,0.0
SC32,2023/12/08,4,0.0
SC32,2023/12/08,5,0.0
SC32,2023/12/08,6,0.0
SC32,2023/12/08,7,0.0
SC32,2023/12/08,8,19.0
SC32,2023/12/08,9,96.0
SC32,2023/12/08,10,62.0
SC32,2023/12/08,11,63.0
SC32,2023/12/08,12,66.0
SC32,2023/12/08,13,7.0
SC32,2023/12/08,14,113.0
SC32,2023/12/08,15,131.0
SC32,2023/12/08,16,142.0
SC32,2023/12/08,17,11.0
SC32,2023/12/08,18,69.0
SC32,2023/12/08,19,307.0
SC32,2023/12/08,20,415.0
SC32,2023/12/08,21,77.0
SC32,2023/12/08,22,70.0
SC32,2023/12/08,23,49.0
SC32,2023/12/09,0,50.0
SC32,2023/12/09,1,1.0
SC32,2023/12/09,2,0.0
SC32,2023/12/09,3,0.0
SC32,2023/12/09,4,0.0
SC32,2023/12/09,5,0.0
SC32,2023/12/09,6,0.0
SC32,2023/12/09,7,0.0
SC32,2023/12/09,8,18.0
SC32,2023/12/09,9,101.0
SC32,2023/12/09,10,64.0
SC32,2023/12/09,11,61.0
SC32,2023/12/09,12,68.0
SC32,2023/12/09,13,36.0
SC32,2023/12/09,14,183.0
SC32,2023/12/09,15,130.0
SC32,2023/12/09,16,121.0
SC32,2023/12/09,17,18.0
SC32,2023/12/09,18,102.0
SC32,2023/12/09,19,342.0
SC32,2023/12/09,20,50.0
SC32,2023/12/09,21,70.0
SC32,2023/12/09,22,90.0
SC32,2023/12/09,23,45.0
SC32,2023/12/10,0,24.0
SC32,2023/12/10,1,10.0
SC32,2023/12/10,2,0.0
SC32,2023/12/10,3,0.0
SC32,2023/12/10,4,0.0
SC32,2023/12/10,5,0.0
SC32,2023/12/10,6,0.0
SC32,2023/12/10,7,0.0
SC32,2023/12/10,8,6.0
SC32,2023/12/10,9,89.0
SC32,2023/12/10,10,63.0
SC32,2023/12/10,11,60.0
SC32,2023/12/10,12,61.0
SC32,2023/12/10,13,15.0
SC32,2023/12/10,14,166.0
SC32,2023/12/10,15,127.0
SC32,2023/12/10,16,88.0
SC32,2023/12/10,17,8.0
SC32,2023/12/10,18,97.0
SC32,2023/12/10,19,346.0
SC32,2023/12/10,20,277.0
SC32,2023/12/10,21,85.0
SC32,2023/12/10,22,82.0
SC32,2023/12/10,23,42.0
SC32,2023/12/11,0,28.0
SC32,2023/12/11,1,12.0
SC32,2023/12/11,2,0.0
SC32,2023/12/11,3,0.0
SC32,2023/12/11,4,0.0
SC32,2023/12/11,5,0.0
SC32,2023/12/11,6,0.0
SC32,2023/12/11,7,0.0
SC32,2023/12/11,8,6.0
SC32,2023/12/11,9,86.0
SC32,2023/12/11,10,49.0
SC32,2023/12/11,11,73.0
SC32,2023/12/11,12,70.0
SC32,2023/12/11,13,11.0
SC32,2023/12/11,14,80.0
SC32,2023/12/11,15,118.0
SC32,2023/12/11,16,85.0
SC32,2023/12/11,17,15.0
SC32,2023/12/11,18,96.0
SC32,2023/12/11,19,333.0
SC32,2023/12/11,20,166.0
SC32,2023/12/11,21,92.0
SC32,2023/12/11,22,66.0
SC32,2023/12/11,23,37.0
SC32,2023/12/12,0,26.0
SC32,2023/12/12,1,5.0
SC32,2023/12/12,2,0.0
SC32,2023/12/12,3,0.0
SC32,2023/12/12,4,0.0
SC32,2023/12/12,5,0.0
SC32,2023/12/12,6,0.0
SC32,2023/12/12,7,0.0
SC32,2023/12/12,8,8.0
SC32,2023/12/12,9,73.0
SC32,2023/12/12,10,40.0
SC32,2023/12/12,11,77.0
SC32,2023/12/12,12,65.0
SC32,2023/12/12,13,0.0
SC32,2023/12/12,14,36.0
SC32,2023/12/12,15,120.0
SC32,2023/12/12,16,106.0
SC32,2023/12/12,17,10.0
SC32,2023/12/12,18,113.0
SC32,2023/12/12,19,319.0
SC32,2023/12/12,20,269.0
SC32,2023/12/12,21,73.0
SC32,2023/12/12,22,70.0
SC32,2023/12/12,23,35.0
SC32,2023/12/13,0,40.0
SC32,2023/12/13,1,0.0
SC32,2023/12/13,2,0.0
SC32,2023/12/13,3,0.0
SC32,2023/12/13,4,0.0
SC32,2023/12/13,5,0.0
SC32,2023/12/13,6,0.0
SC32,2023/12/13,7,0.0
SC32,2023/12/13,8,8.0
SC32,2023/12/13,9,80.0
SC32,2023/12/13,10,39.0
SC32,2023/12/13,11,55.0
SC32,2023/12/13,12,64.0
SC32,2023/12/13,13,0.0
SC32,2023/12/13,14,154.0
SC32,2023/12/13,15,112.0
SC32,2023/12/13,16,100.0
SC32,2023/12/13,17,9.0
SC32,2023/12/13,18,110.0
SC32,2023/12/13,19,216.0
SC32,2023/12/13,20,72.0
SC32,2023/12/13,21,64.0
SC32,2023/12/13,22,64.0
SC32,2023/12/13,23,32.0
SC32,2023/12/14,0,36.0
SC32,2023/12/14,1,0.0
SC32,2023/12/14,2,0.0
SC32,2023/12/14,3,0.0
SC32,2023/12/14,4,0.0
SC32,2023/12/14,5,0.0
SC32,2023/12/14,6,0.0
SC32,2023/12/14,7,0.0
SC32,2023/12/14,8,10.0
SC32,2023/12/14,9,76.0
SC32,2023/12/14,10,40.0
SC32,2023/12/14,11,62.0
SC32,2023/12/14,12,52.0
SC32,2023/12/14,13,3.0
SC32,2023/12/14,14,145.0
SC32,2023/12/14,15,115.0
SC32,2023/12/14,16,79.0
SC32,2023/12/14,17,13.0
SC32,2023/12/14,18,112.0
SC32,2023/12/14,19,206.0
SC32,2023/12/14,20,186.0
SC32,2023/12/14,21,53.0
SC32,2023/12/14,22,48.0
SC32,2023/12/14,23,29.0
SC32,2023/12/15,0,27.0
SC32,2023/12/15,1,0.0
SC32,2023/12/15,2,0.0
SC32,2023/12/15,3,0.0
SC32,2023/12/15,4,0.0
SC32,2023/12/15,5,0.0
SC32,2023/12/15,6,0.0
SC32,2023/12/15,7,0.0
SC32,2023/12/15,8,13.0
SC32,2023/12/15,9,74.0
SC32,2023/12/15,10,36.0
SC32,2023/12/15,11,67.0
SC32,2023/12/15,12,61.0
SC32,2023/12/15,13,6.0
SC32,2023/12/15,14,49.0
SC32,2023/12/15,15,118.0
SC32,2023/12/15,16,72.0
SC32,2023/12/15,17,7.0
SC32,2023/12/15,18,112.0
SC32,2023/12/15,19,205.0
SC32,2023/12/15,20,343.0
SC32,2023/12/15,21,47.0
SC32,2023/12/15,22,51.0
SC32,2023/12/15,23,27.0
SC32,2023/12/16,0,29.0
SC32,2023/12/16,1,0.0
SC32,2023/12/16,2,0.0
SC32,2023/12/16,3,0.0
SC32,2023/12/16,4,0.0
SC32,2023/12/16,5,0.0
SC32,2023/12/16,6,0.0
SC32,2023/12/16,7,0.0
SC32,2023/12/16,8,13.0
SC32,2023/12/16,9,83.0
SC32,2023/12/16,10,37.0
SC32,2023/12/16,11,57.0
SC32,2023/12/16,12,58.0
SC32,2023/12/16,13,3.0
SC32,2023/12/16,14,7.0
SC32,2023/12/16,15,109.0
SC32,2023/12/16,16,90.0
SC32,2023/12/16,17,11.0
